"Super Category","Parent Category","Category Name","Category Code"
"Human Foods","MEAT- FROZEN","Veal - Other - Frozen Meat","450206"
"Human Foods","MEAT- FROZEN","Other Frozen Meat - Breaded","450207"
"Human Foods","MEAT- FROZEN","Other Frozen Meat - Other","450208"
"Human Foods","MEAT- FROZEN","Other Frozen Beef - Breaded","450209"
"Human Foods","MEAT- FROZEN","Other Frozen Beef - Other","450210"
"Human Foods","MEAT- FROZEN","Thin Sliced Sandwich Steaks - Frozen Meat","450211"
"Human Foods","MEAT- FROZEN","Chicken Fried Steaks - Frozen Meat","450212"
"Human Foods","MEAT- FROZEN","All Other meat- frozen","450299"
"Human Foods","*** FROZEN MEAT & FISH ***","POULTRY- FROZEN","450300"
"Human Foods","POULTRY- FROZEN","Poultry - Frozen","450301"
"Human Foods","*** FROZEN MEAT & FISH ***","FISH- FROZEN","450500"
"Human Foods","FISH- FROZEN","Breaded Fish Sticks - Regular - Frozen","450501"
"Human Foods","FISH- FROZEN","Breaded Portions - Regular - Frozen","450502"
"Human Foods","FISH- FROZEN","Breaded Fillets-Steaks - Regular - Frozen","450503"
"Human Foods","FISH- FROZEN","Raw Unbreaded Fish Fillets-Steaks - Frozen","450504"
"Human Foods","FISH- FROZEN","Peeled Shrimp Cooked & Raw - Frozen","450505"
"Human Foods","FISH- FROZEN","Breaded Shrimp - Frozen","450506"
"Human Foods","FISH- FROZEN","Fried Clams - Frozen","450507"
"Human Foods","FISH- FROZEN","Other Clams - Frozen","450508"
"Human Foods","FISH- FROZEN","Deviled Crab Cakes - Frozen","450509"
"Human Foods","FISH- FROZEN","Other Crabs - Frozen","450510"
"Human Foods","FISH- FROZEN","Scallops - Frozen","450511"
"Human Foods","FISH- FROZEN","Lobster - Frozen","450512"
"Human Foods","FISH- FROZEN","Deviled Clams - Frozen","450513"
"Human Foods","FISH- FROZEN","Breaded Fish Sticks - Light - Frozen","450514"
"Human Foods","FISH- FROZEN","Breaded Portions - Light - Frozen","450515"
"Human Foods","FISH- FROZEN","Breaded Fillet-Steaks - Light - Frozen","450516"
"Human Foods","FISH- FROZEN","Other Frozen Seafood","450599"
"Human Foods","Human Foods","*** FROZEN FRUITS ***","460000"
"Human Foods","*** FROZEN FRUITS ***","STRAWBERRIES- FROZEN","460100"
"Human Foods","STRAWBERRIES- FROZEN","Sliced Strawberries - Frozen","460101"
"Human Foods","STRAWBERRIES- FROZEN","Whole Strawberries - Frozen","460102"
"Human Foods","STRAWBERRIES- FROZEN","All Other Strawberries- Frozen","460199"
"Human Foods","*** FROZEN FRUITS ***","RASPBERRIES- FROZEN","460200"
"Human Foods","RASPBERRIES- FROZEN","Raspberries - Frozen","460201"
"Human Foods","*** FROZEN FRUITS ***","MELON- FROZEN","460300"
"Human Foods","MELON- FROZEN","Balls Melon - Frozen","460301"
"Human Foods","MELON- FROZEN","Chunks (includes cubes) Melon - Frozen","460302"
"Human Foods","*** FROZEN FRUITS ***","BLUEBERRIES- FROZEN","460400"
"Human Foods","BLUEBERRIES- FROZEN","Blueberries - Frozen","460401"
"Human Foods","*** FROZEN FRUITS ***","MIXED FRUIT- FROZEN","460500"
"Human Foods","MIXED FRUIT- FROZEN","Mixed Fruit - Frozen","460501"
"Human Foods","MIXED FRUIT- FROZEN","All Other mixed fruit- frozen","460599"
"Human Foods","*** FROZEN FRUITS ***","ALL OTHER FRUIT- FROZEN","460600"
"Human Foods","ALL OTHER FRUIT- FROZEN","Peaches - Frozen","460601"
"Human Foods","ALL OTHER FRUIT- FROZEN","Cherries - Frozen","460602"
"Human Foods","ALL OTHER FRUIT- FROZEN","Berries - Frozen","460605"
"Human Foods","ALL OTHER FRUIT- FROZEN","Rhubarb - Frozen","460613"
"Human Foods","ALL OTHER FRUIT- FROZEN","All Other Fruit- Frozen","460699"
"Human Foods","Human Foods","*** FROZEN JUICES AND DRINKS ***","470000"
"Human Foods","*** FROZEN JUICES AND DRINKS ***","ORANGE JUICE- FROZEN","470100"
"Human Foods","ORANGE JUICE- FROZEN","Regular Orange Juice - Frozen","470101"
"Human Foods","ORANGE JUICE- FROZEN","With Pulp Orange Juice - Frozen","470102"
"Human Foods","ORANGE JUICE- FROZEN","Reduced Acid Orange Juice - Frozen","470103"
"Human Foods","*** FROZEN JUICES AND DRINKS ***","GRAPE JUICE- FROZEN","470200"
"Human Foods","GRAPE JUICE- FROZEN","Grape Juice - Frozen","470201"
"Human Foods","*** FROZEN JUICES AND DRINKS ***","LEMONADE- LIMEADE & ORANGEADE- FRZN","470400"
"Human Foods","LEMONADE- LIMEADE & ORANGEADE- FRZN","Frozen Lemonade","470401"
"Human Foods","LEMONADE- LIMEADE & ORANGEADE- FRZN","Frozen Limeade","470402"
"Human Foods","LEMONADE- LIMEADE & ORANGEADE- FRZN","Frozen Orangeade","470403"
"Human Foods","LEMONADE- LIMEADE & ORANGEADE- FRZN","All Other Lemonade/Limeade & Orangeade- Frozen","470499"
"Human Foods","*** FROZEN JUICES AND DRINKS ***","FRUIT DRINKS- FROZEN","470500"
"Human Foods","FRUIT DRINKS- FROZEN","Orange Drinks 3:1 concentrate - Frozen","470501"
"Human Foods","FRUIT DRINKS- FROZEN","Cranberry Drinks - Frozen","470502"
"Human Foods","FRUIT DRINKS- FROZEN","Cranberry Apple Drinks - Frozen","470503"
"Human Foods","FRUIT DRINKS- FROZEN","Cranberry Grape Drinks - Frozen","470504"
"Human Foods","FRUIT DRINKS- FROZEN","Other Cranberry Blends Drinks - Frozen","470505"
"Human Foods","FRUIT DRINKS- FROZEN","Grapefruit Drink - Frozen","470506"
"Human Foods","FRUIT DRINKS- FROZEN","Other Frozen Fruit Drinks","470599"
"Human Foods","*** FROZEN JUICES AND DRINKS ***","APPLE JUICE/CIDER- FROZEN","470600"
"Human Foods","APPLE JUICE/CIDER- FROZEN","Regular Apple Juice - Frozen","470601"
"Human Foods","APPLE JUICE/CIDER- FROZEN","Natural Apple Juice - Frozen","470602"
"Human Foods","*** FROZEN JUICES AND DRINKS ***","FROZEN GRAPEFRUIT JUICE","470700"
"Human Foods","FROZEN GRAPEFRUIT JUICE","Grapefruit Juice - Frozen","470701"
"Human Foods","*** FROZEN JUICES AND DRINKS ***","LINE OF FROZEN JUICE/DRINKS/COCKTAILS","470800"
"Human Foods","LINE OF FROZEN JUICE/DRINKS/COCKTAILS","Line of Frozen Juice/Drinks/Cocktails","470801"
"Human Foods","*** FROZEN JUICES AND DRINKS ***","MISC. FROZEN JUICES(COCKTAIL MIXES)","479900"
"Human Foods","MISC. FROZEN JUICES(COCKTAIL MIXES)","Frozen Pineapple Juice","479901"
"Human Foods","MISC. FROZEN JUICES(COCKTAIL MIXES)","Frozen Lemon Juice","479902"
"Human Foods","MISC. FROZEN JUICES(COCKTAIL MIXES)","Frozen Non-Citrus Blends","479904"
"Human Foods","MISC. FROZEN JUICES(COCKTAIL MIXES)","Frozen Citrus Blends","479905"
"Human Foods","MISC. FROZEN JUICES(COCKTAIL MIXES)","All Other Misc. Frozen Juices","479999"
"Human Foods","Human Foods","*** FROZEN SINGLE DISHES ***","480000"
"Human Foods","*** FROZEN SINGLE DISHES ***","POULTRY DISHES- FROZEN","480100"
"Human Foods","POULTRY DISHES- FROZEN","Boneless Chicken - Frozen","480101"
"Human Foods","POULTRY DISHES- FROZEN","Fried Chicken Parts - Frozen","480102"
"Human Foods","POULTRY DISHES- FROZEN","Fried Chicken Entrees - Frozen","480103"
"Human Foods","POULTRY DISHES- FROZEN","Other Chicken Entrees - Frozen","480104"
"Human Foods","POULTRY DISHES- FROZEN","Boneless Turkey - Frozen","480105"
"Human Foods","POULTRY DISHES- FROZEN","Turkey Entrees - Frozen","480106"
"Human Foods","POULTRY DISHES- FROZEN","Turkey Roasts - Frozen","480107"
"Human Foods","POULTRY DISHES- FROZEN","All Other Poultry - Frozen","480199"
"Human Foods","*** FROZEN SINGLE DISHES ***","MEAT DISHES- FROZEN","480200"
"Human Foods","MEAT DISHES- FROZEN","Beef w/Gravy - Frozen","480201"
"Human Foods","MEAT DISHES- FROZEN","Salisbury - Frozen","480202"
"Human Foods","MEAT DISHES- FROZEN","Meat Loaf - Frozen","480203"
"Human Foods","MEAT DISHES- FROZEN","Beef Stew - Frozen","480204"
"Human Foods","MEAT DISHES- FROZEN","Stuffed Peppers/Cabbage - Frozen","480205"
"Human Foods","MEAT DISHES- FROZEN","Other Beef Based - Frozen","480206"
"Human Foods","MEAT DISHES- FROZEN","Other Meat Based (Ham-Pork-Veal) - Frozen","480299"
"Human Foods","*** FROZEN SINGLE DISHES ***","FISH DISHES- FROZEN","480300"
"Human Foods","FISH DISHES- FROZEN","Fish - Frozen","480301"
"Human Foods","FISH DISHES- FROZEN","Seafood (Shellfish) - Frozen","480302"
"Human Foods","*** FROZEN SINGLE DISHES ***","ITALIAN DISHES- FROZEN","480400"
"Human Foods","ITALIAN DISHES- FROZEN","Lasagna w/Ground Meat - Frozen","480401"
"Human Foods","ITALIAN DISHES- FROZEN","Other Lasagna - Frozen","480402"
"Human Foods","ITALIAN DISHES- FROZEN","Ravioli - Frozen","480403"
"Human Foods","ITALIAN DISHES- FROZEN","Spaghetti - Frozen","480404"
"Human Foods","ITALIAN DISHES- FROZEN","Other Pasta Based - Frozen","480405"
"Human Foods","ITALIAN DISHES- FROZEN","Chicken Based Italian Dishes - Frozen","480406"
"Human Foods","ITALIAN DISHES- FROZEN","Turkey Based Italian Dishes - Frozen","480407"
"Human Foods","ITALIAN DISHES- FROZEN","Seafood Based Italian Dishes - Frozen","480408"
"Human Foods","ITALIAN DISHES- FROZEN","Veal Parmigiana Italian Dishes - Frozen","480409"
"Human Foods","ITALIAN DISHES- FROZEN","Other Veal Based Italian Dishes - Frozen","480410"
"Human Foods","ITALIAN DISHES- FROZEN","Egg Plant - Frozen","480411"
"Human Foods","ITALIAN DISHES- FROZEN","All Other Frozen Italian Dishes","480499"
"Human Foods","*** FROZEN SINGLE DISHES ***","MEXICAN DISHES- FROZEN","480500"
"Human Foods","MEXICAN DISHES- FROZEN","Regular Entrees Mexican Dishes - Frozen","480501"
"Human Foods","MEXICAN DISHES- FROZEN","Grande Entrees Mexican Dishes - Frozen","480502"
"Human Foods","MEXICAN DISHES- FROZEN","All Other Frozen Mexican Dishes","480599"
"Human Foods","*** FROZEN SINGLE DISHES ***","ORIENTAL DISHES- FROZEN","480600"
"Human Foods","ORIENTAL DISHES- FROZEN","Egg Rolls - Frozen","480601"
"Human Foods","ORIENTAL DISHES- FROZEN","Entrees Oriental - Frozen","480602"
"Human Foods","ORIENTAL DISHES- FROZEN","Fried Rice - Frozen","480603"
"Human Foods","ORIENTAL DISHES- FROZEN","All Other Frozen Oriental Dishes","480699"
"Human Foods","*** FROZEN SINGLE DISHES ***","OTHER DISHES- FROZEN","489900"
"Human Foods","OTHER DISHES- FROZEN","Macaroni & Cheese - Frozen","489901"
"Human Foods","OTHER DISHES- FROZEN","Crepes - Frozen","489902"
"Human Foods","OTHER DISHES- FROZEN","Quiche - Frozen","489903"
"Human Foods","OTHER DISHES- FROZEN","Fritters - Frozen","489904"
"Human Foods","OTHER DISHES- FROZEN","Misc. Nationality Entrees - Frozen","489905"
"Human Foods","OTHER DISHES- FROZEN","Line Of Frozen Dishes","489906"
"Human Foods","OTHER DISHES- FROZEN","All Other Frozen Dishes","489999"
"Human Foods","Human Foods","*** FROZEN POTATOES ***","490000"
"Human Foods","*** FROZEN POTATOES ***","FROZEN POTATOES","490200"
"Human Foods","FROZEN POTATOES","Frozen Potato Hash Brown - Cottage Fries","490201"
"Human Foods","FROZEN POTATOES","Frozen Potato French Fries (crinkle cut- shoestring)","490202"
"Human Foods","FROZEN POTATOES","Frozen Potato Processed (tater tot- puff- stuffed)","490203"
"Human Foods","FROZEN POTATOES","Frozen Potato - Other","490204"
"Human Foods","FROZEN POTATOES","Frozen Potatoes Skin On","490208"
"Human Foods","FROZEN POTATOES","All Other frozen potatoes","490299"
"Human Foods","Human Foods","*** FROZEN POT PIES ***","500000"
"Human Foods","*** FROZEN POT PIES ***","FROZEN POT PIES","500100"
"Human Foods","FROZEN POT PIES","Frozen Pot Pies 8 oz. & under","500105"
"Human Foods","FROZEN POT PIES","Frozen Pot Pies over 8 oz.","500106"
"Human Foods","FROZEN POT PIES","All Other frozen pot pies","500199"
"Human Foods","Human Foods","*** FROZEN PREPARED FOODS ***","510000"
"Human Foods","*** FROZEN PREPARED FOODS ***","FROZEN MEXICAN DINNERS","510500"
"Human Foods","FROZEN MEXICAN DINNERS","Standard Portion - Frozen Mexican Dinners","510501"
"Human Foods","FROZEN MEXICAN DINNERS","Extra Portion - Frozen Mexican Dinners","510502"
"Human Foods","*** FROZEN PREPARED FOODS ***","FROZEN ORIENTAL DINNERS","510700"
"Human Foods","FROZEN ORIENTAL DINNERS","Standard Portion - Frozen Oriental Dinners","510701"
"Human Foods","FROZEN ORIENTAL DINNERS","Extra Portion - Frozen Oriental Dinners","510702"
"Human Foods","*** FROZEN PREPARED FOODS ***","FROZEN HORS D'OEUVRES","510900"
"Human Foods","FROZEN HORS D'OEUVRES","Frozen Hot Snacks","510901"
"Human Foods","FROZEN HORS D'OEUVRES","Frozen Pizza Flavor Hot Snacks","510902"
"Human Foods","FROZEN HORS D'OEUVRES","Frozen Ready to Eat Hors D'Oeuvres","510903"
"Human Foods","FROZEN HORS D'OEUVRES","Frozen Cheese Nuggets","510904"
"Human Foods","FROZEN HORS D'OEUVRES","All Other frozen hors d'oeuvres","510999"
"Human Foods","*** FROZEN PREPARED FOODS ***","FROZEN DINNERS","511000"
"Human Foods","FROZEN DINNERS","Standard Portion - Frozen Dinners","511001"
"Human Foods","FROZEN DINNERS","Extra Portion - Frozen Dinners","511002"
"Human Foods","FROZEN DINNERS","Economy (Mac&Chese-Bean&Frank-Beef Nood) - Frozen Din","511003"
"Human Foods","FROZEN DINNERS","All Other frozen dinners","511099"
"Human Foods","*** FROZEN PREPARED FOODS ***","FROZEN ONION RINGS","511100"
"Human Foods","FROZEN ONION RINGS","Frozen Onion Rings","511101"
"Human Foods","*** FROZEN PREPARED FOODS ***","PIZZA- FROZEN","511200"
"Human Foods","PIZZA- FROZEN","Cheese - Frozen Pizza","511201"
"Human Foods","PIZZA- FROZEN","Sausage - Frozen Pizza","511202"
"Human Foods","PIZZA- FROZEN","Beef/Hamburger - Frozen Pizza","511203"
"Human Foods","PIZZA- FROZEN","Pepperoni - Frozen Pizza","511204"
"Human Foods","PIZZA- FROZEN","Deluxe/Combination - Frozen Pizza","511205"
"Human Foods","PIZZA- FROZEN","Canadian Bacon - Frozen Pizza","511206"
"Human Foods","PIZZA- FROZEN","Mexican - Frozen Pizza","511207"
"Human Foods","PIZZA- FROZEN","Line of Frozen Pizza","511209"
"Human Foods","PIZZA- FROZEN","All Other Frozen Pizza","511299"
"Human Foods","*** FROZEN PREPARED FOODS ***","FROZEN SANDWICHES","511300"
"Human Foods","FROZEN SANDWICHES","Croissants - Frozen","511301"
"Human Foods","FROZEN SANDWICHES","Frozen Hamburgers & Cheesburgers","511302"
"Human Foods","FROZEN SANDWICHES","All Other Frozen Sandwiches","511399"
"Human Foods","*** FROZEN PREPARED FOODS ***","FROZEN CORN DOGS","511400"
"Human Foods","FROZEN CORN DOGS","Frozen Corn Dogs","511401"
"Human Foods","*** FROZEN PREPARED FOODS ***","FROZEN & REFRIG. SEAFOOD COCKTAIL","511500"
"Human Foods","FROZEN & REFRIG. SEAFOOD COCKTAIL","Shrimp Cocktail - Frozen","511501"
"Human Foods","FROZEN & REFRIG. SEAFOOD COCKTAIL","All Other Frozen & Refrig Seafood Coctail","511599"
"Human Foods","*** FROZEN PREPARED FOODS ***","FROZEN MEAL MAKERS/KITS","511600"
"Human Foods","FROZEN MEAL MAKERS/KITS","Add Meat-Frozen Meal Makers/Kits","511601"
"Human Foods","FROZEN MEAL MAKERS/KITS","Meat Included-Frozen Meal Makers/Kits","511602"
"Human Foods","*** FROZEN PREPARED FOODS ***","MISC. FROZEN PREPARED FOODS","519900"
"Human Foods","MISC. FROZEN PREPARED FOODS","Frozen Soup","519901"
"Human Foods","MISC. FROZEN PREPARED FOODS","Frozen Gravies","519902"
"Human Foods","MISC. FROZEN PREPARED FOODS","Frozen Pasta","519903"
"Human Foods","MISC. FROZEN PREPARED FOODS","Frozen Stuffing","519904"
"Human Foods","MISC. FROZEN PREPARED FOODS","Line of Frozen Foods","519905"
"Human Foods","MISC. FROZEN PREPARED FOODS","Other Frozen Prepared Foods","519999"
"Human Foods","Human Foods","*** FROZEN VEGETABLES - PREPARED ***","520000"
"Human Foods","*** FROZEN VEGETABLES - PREPARED ***","FROZEN VEGETABLES/BUTTER SAUCE","520200"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Peas/Butter Sauce","520201"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Mix Vegetables/Butter Sauce - Frozen","520202"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Corn/Butter Sauce","520203"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Brussels Sprouts/Butter Sauce","520204"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Green Beans/Butter Sauce","520205"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Broccoli/Butter Sauce","520206"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Lima Beans/Butter Sauce","520208"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Carrots/Butter Sauce","520209"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Cauliflower/Butter Sauce","520210"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Mushrooms/Butter Sauce","520211"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Asparagus/Butter Sauce","520212"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen Spinach/Butter Sauce","520214"
"Human Foods","FROZEN VEGETABLES/BUTTER SAUCE","Frozen All Other/Butter Sauce","520299"
"Human Foods","*** FROZEN VEGETABLES - PREPARED ***","FROZEN VEGETABLES/GLAZED SAUCE","520300"
"Human Foods","FROZEN VEGETABLES/GLAZED SAUCE","Frozen Beets/Glazed Sauce","520301"
"Human Foods","FROZEN VEGETABLES/GLAZED SAUCE","Frozen Carrots/Glazed Sauce","520302"
"Human Foods","FROZEN VEGETABLES/GLAZED SAUCE","Frozen Other Vegetables/Glaze Sauce","520399"
"Human Foods","*** FROZEN VEGETABLES - PREPARED ***","FROZEN VEGETABLES/ONION SAUCE","520400"
"Human Foods","FROZEN VEGETABLES/ONION SAUCE","Frozen Mix Vegetables/Onion Sauce","520401"
"Human Foods","*** FROZEN VEGETABLES - PREPARED ***","FROZEN VEGETABLES/CHEESE SAUCE","520500"
"Human Foods","FROZEN VEGETABLES/CHEESE SAUCE","Frozen Corn/Cheese Sauce","520503"
"Human Foods","FROZEN VEGETABLES/CHEESE SAUCE","Frozen Brussels Sprouts/Cheese Sauce","520504"
"Human Foods","FROZEN VEGETABLES/CHEESE SAUCE","Frozen Green Beans/Cheese Sauce","520505"
"Human Foods","FROZEN VEGETABLES/CHEESE SAUCE","Frozen Broccoli/Cheese Sauce","520506"
"Human Foods","FROZEN VEGETABLES/CHEESE SAUCE","Frozen Cauliflower/Cheese Sauce","520510"
"Human Foods","FROZEN VEGETABLES/CHEESE SAUCE","Frozen Asparagus/Cheese Sauce","520512"
"Human Foods","FROZEN VEGETABLES/CHEESE SAUCE","Frozen Onions/Cheese Sauce","520513"
"Human Foods","FROZEN VEGETABLES/CHEESE SAUCE","Frozen Broccoli/Cauliflower/Cheese Sauce","520515"
"Human Foods","FROZEN VEGETABLES/CHEESE SAUCE","Frozen All Other/Cheese Sauce","520599"
"Human Foods","*** FROZEN VEGETABLES - PREPARED ***","FROZEN VEGETABLES/CREAM SAUCE","520600"
"Human Foods","FROZEN VEGETABLES/CREAM SAUCE","Frozen Peas/Cream Sauce","520601"
"Human Foods","FROZEN VEGETABLES/CREAM SAUCE","Frozen Peas & Potatoes/Cream Sauce","520602"
"Human Foods","FROZEN VEGETABLES/CREAM SAUCE","Frozen Spinach/Cream Sauce","520603"
"Human Foods","FROZEN VEGETABLES/CREAM SAUCE","Frozen Onions/Cream Sauce","520604"
"Human Foods","FROZEN VEGETABLES/CREAM SAUCE","Frozen Peas & Carrots/Cream Sauce","520608"
"Human Foods","FROZEN VEGETABLES/CREAM SAUCE","Frozen Green Beans/Cream Sauce","520609"
"Human Foods","FROZEN VEGETABLES/CREAM SAUCE","Frozen Corn/Cream Sauce","520610"
"Human Foods","FROZEN VEGETABLES/CREAM SAUCE","Frozen All Other/Cream Sauce","520699"
"Human Foods","*** FROZEN VEGETABLES - PREPARED ***","FROZEN VEGTABLES/WITHOUT SAUCE","520700"
"Human Foods","FROZEN VEGTABLES/WITHOUT SAUCE","Frozen French Green Beans w/Almonds","520701"
"Human Foods","FROZEN VEGTABLES/WITHOUT SAUCE","Frozen French Green Beans w/Mushrooms","520702"
"Human Foods","FROZEN VEGTABLES/WITHOUT SAUCE","Frozen Peas w/Onions","520703"
"Human Foods","FROZEN VEGTABLES/WITHOUT SAUCE","Frozen Other Peas","520704"
"Human Foods","FROZEN VEGTABLES/WITHOUT SAUCE","Frozen Pea Pods","520705"
"Human Foods","FROZEN VEGTABLES/WITHOUT SAUCE","Frozen Mixed Vegetables","520706"
"Human Foods","FROZEN VEGTABLES/WITHOUT SAUCE","Frozen Other Green Beans","520707"
"Human Foods","FROZEN VEGTABLES/WITHOUT SAUCE","Frozen Corn","520708"
"Human Foods","FROZEN VEGTABLES/WITHOUT SAUCE","Frozen Broccoli/Cauliflower","520709"
