"Super Category","Parent Category","Category Name","Category Code"
"Human Foods","WINE","Table Wine","780201"
"Human Foods","WINE","Champagne/Sparkling Wine","780203"
"Human Foods","WINE","Sparkling Wine","780204"
"Human Foods","WINE","Sake","780205"
"Human Foods","WINE","Fortified Wine","780206"
"Human Foods","WINE","Vermouth","780207"
"Human Foods","WINE","Line of Wine","780208"
"Human Foods","WINE","Wine - All Other","780299"
"Human Foods","***ALCOHOLIC BEVERAGES***","SPIRITS","780300"
"Human Foods","SPIRITS","Brandy/Cognac","780301"
"Human Foods","SPIRITS","Gin","780302"
"Human Foods","SPIRITS","Rum","780303"
"Human Foods","SPIRITS","Tequila","780304"
"Human Foods","SPIRITS","Vodka - Flavored","780305"
"Human Foods","SPIRITS","Vodka - UnFlavored","780306"
"Human Foods","SPIRITS","Whiskey/Bourbon/Scotch","780307"
"Human Foods","SPIRITS","Cordials","780308"
"Human Foods","SPIRITS","Liquers","780309"
"Human Foods","SPIRITS","Aguardente/Cachaca","780310"
"Human Foods","SPIRITS","Sochu/Soju/Jiu","780311"
"Human Foods","SPIRITS","Line of Spirits","780312"
"Human Foods","SPIRITS","Spirits - All Other","780399"
"Human Foods","***ALCOHOLIC BEVERAGES***","Ready-to-Drink Flavored Alcoholic Beverages","780400"
"Human Foods","Ready-to-Drink Flavored Alcoholic Beverages","Malt-Based Flavored Beverages","780401"
"Human Foods","Ready-to-Drink Flavored Alcoholic Beverages","Spirit-Based Flavored Beverages","780402"
"Human Foods","Ready-to-Drink Flavored Alcoholic Beverages","Wine-Based Flavored Beverages","780403"
"Human Foods","Ready-to-Drink Flavored Alcoholic Beverages","Ciders","780404"
"Human Foods","Ready-to-Drink Flavored Alcoholic Beverages","Chu-hi","780405"
"Human Foods","Ready-to-Drink Flavored Alcoholic Beverages","Line of Ready-to-Drink Flavored Alcoholic Beverages","780406"
"Human Foods","***ALCOHOLIC BEVERAGES***","ALL OTHER ALCOHOLIC BEVERAGES","780500"
"Human Foods","ALL OTHER ALCOHOLIC BEVERAGES","All Other Alcoholic Beverages","780599"
"Human Foods","***ALCOHOLIC BEVERAGES***","NON-ALCOHOLIC WINES/MALT BEVERAGES/SPRITZERS","780600"
"Human Foods","NON-ALCOHOLIC WINES/MALT BEVERAGES/SPRITZERS","Non-Alcoholic Wines","780601"
"Human Foods","NON-ALCOHOLIC WINES/MALT BEVERAGES/SPRITZERS","Non-Alcoholic Malt Beverages","780602"
"Human Foods","NON-ALCOHOLIC WINES/MALT BEVERAGES/SPRITZERS","Non-alcoholic Fruit Spritzers","780603"
"Human Foods","NON-ALCOHOLIC WINES/MALT BEVERAGES/SPRITZERS","All Other Non-Alcoholic Beverages","780699"
"Human Foods","Human Foods","*** FRESH PRODUCE ***","830000"
"Human Foods","*** FRESH PRODUCE ***","VEGETABLES- FRESH","830100"
"Human Foods","VEGETABLES- FRESH","Tomatoes - Vegetables Fresh","830101"
"Human Foods","VEGETABLES- FRESH","Cabbage - Vegetables Fresh","830102"
"Human Foods","VEGETABLES- FRESH","Leaf Vegetables - Vegetables Fresh","830103"
"Human Foods","VEGETABLES- FRESH","Carrots - Vegetables Fresh","830104"
"Human Foods","VEGETABLES- FRESH","Celery - Vegetables Fresh","830105"
"Human Foods","VEGETABLES- FRESH","Corn - Vegetables Fresh","830106"
"Human Foods","VEGETABLES- FRESH","Cucumbers - Vegetables Fresh","830107"
"Human Foods","VEGETABLES- FRESH","Peppers - Vegetables Fresh","830108"
"Human Foods","VEGETABLES- FRESH","Onion - Vegetables Fresh","830109"
"Human Foods","VEGETABLES- FRESH","Potatoes - Vegetables Fresh","830110"
"Human Foods","VEGETABLES- FRESH","Pumpkin - Vegetables Fresh","830111"
"Human Foods","VEGETABLES- FRESH","All Other Fresh Vegetables","830199"
"Human Foods","*** FRESH PRODUCE ***","FRUIT- FRESH","830200"
"Human Foods","FRUIT- FRESH","Bananas - Fruit- Fresh","830201"
"Human Foods","FRUIT- FRESH","Watermelons - Fruit- Fresh","830202"
"Human Foods","FRUIT- FRESH","Other Melons - Fruit- Fresh","830203"
"Human Foods","FRUIT- FRESH","Bush Berries - Fruit- Fresh","830204"
"Human Foods","FRUIT- FRESH","Oranges - Fruit- Fresh","830205"
"Human Foods","FRUIT- FRESH","Tangerines/Tangelos - Fruit- Fresh","830206"
"Human Foods","FRUIT- FRESH","Grapefruit - Fruit- Fresh","830207"
"Human Foods","FRUIT- FRESH","Apples - Fruit- Fresh","830208"
"Human Foods","FRUIT- FRESH","Tree Fruit - Fruit- Fresh","830209"
"Human Foods","FRUIT- FRESH","Grapes - Fruit- Fresh","830210"
"Human Foods","FRUIT- FRESH","Peaches - Fruit- Fresh","830211"
"Human Foods","FRUIT- FRESH","Pears - Fruit- Fresh","830212"
"Human Foods","FRUIT- FRESH","Lemon/Limes - Fruit- Fresh","830213"
"Human Foods","FRUIT- FRESH","Pineapples - Fruit- Fresh","830214"
"Human Foods","FRUIT- FRESH","Individual Serving - Fruit Cup - Fresh","830215"
"Human Foods","FRUIT- FRESH","All Other Fresh Fruit","830299"
"Human Foods","Human Foods","***LINE OF BREAKFAST FOODS****","840000"
"Human Foods","***LINE OF BREAKFAST FOODS****","LINE OF BREAKFAST FOODS","840100"
"Human Foods","LINE OF BREAKFAST FOODS","Line of Breakfast Foods","840101"
"Human Foods","Human Foods","*** QUICK SERVE RESTAURANT ***","880000"
"Human Foods","*** QUICK SERVE RESTAURANT ***","MAIN COURSES/ENTREES","880100"
"Human Foods","MAIN COURSES/ENTREES","Breakfast - Sandwiches","880101"
"Human Foods","MAIN COURSES/ENTREES","Breakfast - Other","880102"
"Human Foods","MAIN COURSES/ENTREES","Beef - Burgers/Subs","880103"
"Human Foods","MAIN COURSES/ENTREES","Beef - Barbeque/Meat Cuts","880104"
"Human Foods","MAIN COURSES/ENTREES","Beef - Other","880105"
"Human Foods","MAIN COURSES/ENTREES","Chicken/Turkey - Nuggets/Tenders/Wings","880106"
"Human Foods","MAIN COURSES/ENTREES","Chicken/Turkey - Sandwiches/Subs","880107"
"Human Foods","MAIN COURSES/ENTREES","Chicken/Turkey - Other","880108"
"Human Foods","MAIN COURSES/ENTREES","Fish/Seafood - Sushi","880109"
"Human Foods","MAIN COURSES/ENTREES","Fish/Seafood - Fillets","880110"
"Human Foods","MAIN COURSES/ENTREES","Fish/Seafood - Sandwiches","880111"
"Human Foods","MAIN COURSES/ENTREES","Fish/Seafood - Other","880112"
"Human Foods","MAIN COURSES/ENTREES","Salad","880113"
"Human Foods","MAIN COURSES/ENTREES","Entrees with multiple meat choices","880114"
"Human Foods","MAIN COURSES/ENTREES","Pork - Hot Dogs/Sausages","880115"
"Human Foods","MAIN COURSES/ENTREES","Pork - Barbeque/Meat Cuts","880116"
"Human Foods","MAIN COURSES/ENTREES","Pork - Sandwiches","880117"
"Human Foods","MAIN COURSES/ENTREES","Pork - Other","880118"
"Human Foods","MAIN COURSES/ENTREES","Pizza","880119"
"Human Foods","MAIN COURSES/ENTREES","Mexican - Tacos","880120"
"Human Foods","MAIN COURSES/ENTREES","Mexican - Quesadillas","880121"
"Human Foods","MAIN COURSES/ENTREES","Mexican - Burritos","880122"
"Human Foods","MAIN COURSES/ENTREES","Mexican - Other","880123"
"Human Foods","MAIN COURSES/ENTREES","Pasta/Noodles","880124"
"Human Foods","MAIN COURSES/ENTREES","Vegetarian/Vegetable - Burgers/Sandwiches","880125"
"Human Foods","MAIN COURSES/ENTREES","Vegetarian/Vegetable - Vegetable Stir Fry","880126"
"Human Foods","MAIN COURSES/ENTREES","Vegetarian/Vegetable - Other","880127"
"Human Foods","MAIN COURSES/ENTREES","Curries","880128"
"Human Foods","MAIN COURSES/ENTREES","Soup","880129"
"Human Foods","MAIN COURSES/ENTREES","Other","880130"
"Human Foods","*** QUICK SERVE RESTAURANT ***","BEVERAGES","880200"
"Human Foods","BEVERAGES","Cold/Iced/RTD Coffee","880201"
"Human Foods","BEVERAGES","Hot Coffee","880202"
"Human Foods","BEVERAGES","Tea","880203"
"Human Foods","BEVERAGES","Juice","880204"
"Human Foods","BEVERAGES","Pop/Soda","880205"
"Human Foods","BEVERAGES","Smoothie/shake","880206"
"Human Foods","BEVERAGES","RTD/Non-caffeinated beverages","880207"
"Human Foods","BEVERAGES","Water","880208"
"Human Foods","BEVERAGES","Other","880209"
"Human Foods","*** QUICK SERVE RESTAURANT ***","SNACKS, APPETIZERS & SIDE DISHES","880300"
"Human Foods","SNACKS, APPETIZERS & SIDE DISHES","Breakfast","880301"
"Human Foods","SNACKS, APPETIZERS & SIDE DISHES","All Day","880302"
"Human Foods","SNACKS, APPETIZERS & SIDE DISHES","Fries","880303"
"Human Foods","SNACKS, APPETIZERS & SIDE DISHES","Other","880304"
"Human Foods","*** QUICK SERVE RESTAURANT ***","DESSERTS","880400"
"Human Foods","DESSERTS","Frozen Desserts","880401"
"Human Foods","DESSERTS","Baked Goods/Warm Desserts","880402"
"Human Foods","DESSERTS","Cold/Chilled Desserts","880403"
"Human Foods","DESSERTS","Other","880404"
"Human Foods","*** QUICK SERVE RESTAURANT ***","MULTI CATEGORY PLATFORMS/EVENT BOARDS","880500"
"Human Foods","MULTI CATEGORY PLATFORMS/EVENT BOARDS","Breakfast","880501"
"Human Foods","MULTI CATEGORY PLATFORMS/EVENT BOARDS","Non-Breakfast","880502"
"Human Foods","MULTI CATEGORY PLATFORMS/EVENT BOARDS","Beverage","880503"
"Human Foods","MULTI CATEGORY PLATFORMS/EVENT BOARDS","Other Multicategory Platforms/Event Boards","880504"
"Human Foods","*** QUICK SERVE RESTAURANT ***","PRICE BASED PROMOTIONS/COMBO MEALS","880600"
"Human Foods","PRICE BASED PROMOTIONS/COMBO MEALS","Breakfast","880601"
"Human Foods","PRICE BASED PROMOTIONS/COMBO MEALS","Non-Breakfast","880602"
"Human Foods","PRICE BASED PROMOTIONS/COMBO MEALS","App Based Promotions","880603"
"Human Foods","PRICE BASED PROMOTIONS/COMBO MEALS","Other","880604"
"Human Foods","*** QUICK SERVE RESTAURANT ***","KIDs MEAL","880800"
"Human Foods","KIDs MEAL","Kids Meal","880801"
"Human Foods","KIDs MEAL","Kids Sized Main Course/Entree","880802"
"Human Foods","KIDs MEAL","Kids Sized Sides","880803"
"Human Foods","KIDs MEAL","Kids Sized Beverages","880804"
"Human Foods","KIDs MEAL","Kids Sized Desserts","880805"
"Human Foods","*** QUICK SERVE RESTAURANT ***","Taco Bell","880900"
"Human Foods","Taco Bell","Taco Bell","880901"
"Human Foods","TEA BAGS","Tea Bags - Green","400403"
"Human Foods","TEA BAGS","Herbal Infusions Tea Bags","400404"
"Human Foods","TEA BAGS","Flavored Tea - Caffeinated Bags","400405"
"Human Foods","TEA BAGS","Flavored Tea - Decaffeinated Bags","400406"
"Human Foods","TEA BAGS","All Other TEA BAGS (specialty tea)","400499"
"Human Foods","*** TEA ***","ICED TEA MIX & LIQUIDS","400500"
"Human Foods","ICED TEA MIX & LIQUIDS","Regular Iced Tea Mix","400501"
"Human Foods","ICED TEA MIX & LIQUIDS","Low Cal Iced Tea Mix","400502"
"Human Foods","ICED TEA MIX & LIQUIDS","Aspertame Iced Tea Mix","400503"
"Human Foods","ICED TEA MIX & LIQUIDS","Liquid Iced Tea Mix","400504"
"Human Foods","ICED TEA MIX & LIQUIDS","All Other iced tea mix & liquids","400599"
"Human Foods","*** TEA ***","***TEA ADDITIVES***","400600"
"Human Foods","***TEA ADDITIVES***","Tea Flavorings","400601"
"Human Foods","Human Foods","*** VEGETABLES - CANNED ***","410000"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED PEAS","410200"
"Human Foods","CANNED PEAS","Regular Peas - Canned","410201"
"Human Foods","CANNED PEAS","Tiny Peas - Canned","410202"
"Human Foods","CANNED PEAS","Field Peas - Canned","410203"
"Human Foods","CANNED PEAS","Purple Hull Peas - Canned","410204"
"Human Foods","CANNED PEAS","White Acre/Cream - Canned","410205"
"Human Foods","CANNED PEAS","All Other canned peas","410299"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED WAXED BEANS","410400"
"Human Foods","CANNED WAXED BEANS","Wax Beans Cut & Sliced - Canned","410401"
"Human Foods","CANNED WAXED BEANS","Wax Beans Whole - Canned","410402"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED TOMATOES","410500"
"Human Foods","CANNED TOMATOES","Tomatoes Whole - Canned","410501"
"Human Foods","CANNED TOMATOES","Tomatoes Stewed - Canned","410502"
"Human Foods","CANNED TOMATOES","Tomatoes Slice-Dice-Cut-Wedge -Canned","410503"
"Human Foods","CANNED TOMATOES","Tomatoes Plum-Pear-Italian - Canned","410504"
"Human Foods","CANNED TOMATOES","Tomatoes Crushed - Canned","410505"
"Human Foods","CANNED TOMATOES","Other Canned Tomatoes","410599"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED POTATOES","410700"
"Human Foods","CANNED POTATOES","Potatoes White Whole - Canned","410701"
"Human Foods","CANNED POTATOES","Potatoes White Sliced & Diced - Canned","410702"
"Human Foods","CANNED POTATOES","Potatoes Sweet & Yams - Canned","410703"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED BEETS","410800"
"Human Foods","CANNED BEETS","Beets Whole - Canned","410801"
"Human Foods","CANNED BEETS","Beets Sliced - Canned","410802"
"Human Foods","CANNED BEETS","Beets Cut & Diced - Canned","410803"
"Human Foods","CANNED BEETS","Beets Other (Pickled) - Canned","410804"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED ONIONS","410900"
"Human Foods","CANNED ONIONS","Regular Onions - Canned","410901"
"Human Foods","CANNED ONIONS","Prepared Onions - Canned","410902"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED LIMA & BUTTER BEANS","411000"
"Human Foods","CANNED LIMA & BUTTER BEANS","Canned Lima Beans","411001"
"Human Foods","CANNED LIMA & BUTTER BEANS","Canned Butter Beans","411002"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED KIDNEY & MISC. BEANS","411100"
"Human Foods","CANNED KIDNEY & MISC. BEANS","Canned Beans Kidney","411101"
"Human Foods","CANNED KIDNEY & MISC. BEANS","Canned Beans Navy","411102"
"Human Foods","CANNED KIDNEY & MISC. BEANS","Canned Beans Northern","411103"
"Human Foods","CANNED KIDNEY & MISC. BEANS","Canned Beans Pinto","411104"
"Human Foods","CANNED KIDNEY & MISC. BEANS","Canned Beans Red","411105"
"Human Foods","CANNED KIDNEY & MISC. BEANS","Canned Beans Garbanzo (incl. Chick Peas & C","411106"
"Human Foods","CANNED KIDNEY & MISC. BEANS","Canned Blackeyed Peas","411107"
"Human Foods","CANNED KIDNEY & MISC. BEANS","Canned Beans Crowder","411108"
"Human Foods","CANNED KIDNEY & MISC. BEANS","Other Canned Misc. Beans","411199"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED ASPARAGUS","411200"
"Human Foods","CANNED ASPARAGUS","Asparagus Spears - Canned","411201"
"Human Foods","CANNED ASPARAGUS","Asparagus Cut - Canned","411202"
"Human Foods","CANNED ASPARAGUS","All Other canned asparagus","411299"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED SPINACH","411300"
"Human Foods","CANNED SPINACH","Canned Spinach","411301"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED MUSHROOMS","411400"
"Human Foods","CANNED MUSHROOMS","Mushrooms-Crown-Button-Whole - Canned","411401"
"Human Foods","CANNED MUSHROOMS","Mushrooms Sliced - Canned","411402"
"Human Foods","CANNED MUSHROOMS","Mushrooms-Stems and Chopped Pieces - Canned","411403"
"Human Foods","CANNED MUSHROOMS","All Other canned mushrooms","411499"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED SAUERKRAUT","411500"
"Human Foods","CANNED SAUERKRAUT","Canned Sauerkraut","411501"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED CARROTS","411600"
"Human Foods","CANNED CARROTS","Canned Carrots","411601"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED MIXED VEGETABLES","411700"
"Human Foods","CANNED MIXED VEGETABLES","Canned Mixed Vegetables","411701"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED CORN","411800"
"Human Foods","CANNED CORN","Gold Brine Canned Corn","411801"
"Human Foods","CANNED CORN","Golden Vacuum Canned Corn","411802"
"Human Foods","CANNED CORN","Golden Cream Style Canned Corn","411803"
"Human Foods","CANNED CORN","White Brine Canned Corn","411804"
"Human Foods","CANNED CORN","White Vacuum Canned Corn","411805"
"Human Foods","CANNED CORN","White Cream Style Canned Corn","411806"
"Human Foods","CANNED CORN","Whole Kernel Corn w/Peppers Brine - Canned","411807"
"Human Foods","CANNED CORN","Whole Kernel Corn w/Peppers Vacuum - Canned","411808"
"Human Foods","CANNED CORN","Whole Kernel Corn w/Peppers Cream - Canned","411809"
"Human Foods","CANNED CORN","All Other Canned Corn","411899"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED GREEN BEANS","411900"
"Human Foods","CANNED GREEN BEANS","Whole Canned Green Beans","411901"
"Human Foods","CANNED GREEN BEANS","French Cut Canned Green Beans","411902"
"Human Foods","CANNED GREEN BEANS","Cut Canned Green Beans","411903"
"Human Foods","CANNED GREEN BEANS","All Other Seasoned Canned Green Beans","411904"
"Human Foods","CANNED GREEN BEANS","Shell Canned Green Beans","411905"
"Human Foods","CANNED GREEN BEANS","All Other Canned Green Beans","411999"
"Human Foods","*** VEGETABLES - CANNED ***","TOMATO PASTE","412000"
"Human Foods","TOMATO PASTE","Regular Tomato Paste","412001"
"Human Foods","TOMATO PASTE","Italian Type Tomato Paste","412002"
"Human Foods","*** VEGETABLES - CANNED ***","TOMATO SAUCE","412100"
"Human Foods","TOMATO SAUCE","Plain Tomato Sauce","412101"
"Human Foods","TOMATO SAUCE","Flavored Tomato Sauce","412102"
"Human Foods","TOMATO SAUCE","All Other tomato sauce","412199"
"Human Foods","*** VEGETABLES - CANNED ***","TOMATO PUREE","412200"
"Human Foods","TOMATO PUREE","Tomato Puree","412201"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED PUMPKIN","412300"
"Human Foods","CANNED PUMPKIN","Canned Pumpkin","412301"
"Human Foods","*** VEGETABLES - CANNED ***","CANNED MISC. VEGETABLES","419900"
"Human Foods","CANNED MISC. VEGETABLES","Mustard Greens - Canned","419902"
"Human Foods","CANNED MISC. VEGETABLES","Kale Greens - Canned","419903"
"Human Foods","CANNED MISC. VEGETABLES","Collard Greens - Canned","419904"
"Human Foods","CANNED MISC. VEGETABLES","Turnip Greens (excludes diced turnips) - Canned","419905"
"Human Foods","CANNED MISC. VEGETABLES","Turnip Greens w/Diced Turnips - Canned","419906"
"Human Foods","CANNED MISC. VEGETABLES","Mixed Greens - Canned","419907"
"Human Foods","CANNED MISC. VEGETABLES","Squash - Canned","419908"
"Human Foods","CANNED MISC. VEGETABLES","Rutabega - Canned","419909"
"Human Foods","CANNED MISC. VEGETABLES","Okra - Canned","419910"
"Human Foods","CANNED MISC. VEGETABLES","Hominy - Canned","419911"
"Human Foods","CANNED MISC. VEGETABLES","Line of Tomato Products","419912"
"Human Foods","CANNED MISC. VEGETABLES","All Other Canned Misc. Vegetables","419999"
"Human Foods","Human Foods","*** VEGETABLES - DRIED ***","420000"
"Human Foods","*** VEGETABLES - DRIED ***","DRIED BEANS","420200"
"Human Foods","DRIED BEANS","Dried Beans","420201"
"Human Foods","*** VEGETABLES - DRIED ***","DRIED PEAS","420300"
"Human Foods","DRIED PEAS","Dried Peas","420301"
"Human Foods","*** VEGETABLES - DRIED ***","DRIED RICE","420600"
"Human Foods","DRIED RICE","Regular White Rice","420601"
"Human Foods","DRIED RICE","No-Boil Rice","420602"
"Human Foods","DRIED RICE","Other Rice","420603"
"Human Foods","DRIED RICE","Wild Rice","420604"
"Human Foods","DRIED RICE","Brown Rice","420605"
"Human Foods","DRIED RICE","Parboiled Dried Rice","420606"
"Human Foods","DRIED RICE","All Other dried rice","420699"
"Human Foods","*** VEGETABLES - DRIED ***","PREPARED RICE","420700"
"Human Foods","PREPARED RICE","Dry Flavored - Wild Prepared Rice","420701"
"Human Foods","PREPARED RICE","Dry Flavored - Yellow Prepared Rice","420702"
"Human Foods","PREPARED RICE","Dry Flavored - Other Prepared Rice","420703"
"Human Foods","PREPARED RICE","Canned Rice","420704"
"Human Foods","PREPARED RICE","All Other prepared rice","420799"
"Human Foods","*** VEGETABLES - DRIED ***","MISC. DRIED VEGETABLES","429900"
"Human Foods","MISC. DRIED VEGETABLES","Misc. Dried Vegetable Barley","429901"
"Human Foods","MISC. DRIED VEGETABLES","Other Misc. Dried Vegetable","429902"
"Human Foods","Human Foods","*** REFRIGERATED & FROZEN DESSERTS ***","430000"
"Human Foods","*** REFRIGERATED & FROZEN DESSERTS ***","FROZEN PUDDINGS","430100"
"Human Foods","FROZEN PUDDINGS","Frozen Pudding","430101"
"Human Foods","FROZEN PUDDINGS","Frozen Pudding Pops (incl. bars and Sticks)","430102"
"Human Foods","FROZEN PUDDINGS","Frozen Gelatin Pops","430103"
"Human Foods","FROZEN PUDDINGS","Other Pudding Type Dessert (parfts & chfns) Frozen","430199"
"Human Foods","*** REFRIGERATED & FROZEN DESSERTS ***","REFRIGERATED & FROZEN TOPPINGS","430200"
"Human Foods","REFRIGERATED & FROZEN TOPPINGS","Aerosol Toppings - Refrig. & Frozen","430201"
"Human Foods","REFRIGERATED & FROZEN TOPPINGS","Solid Toppings - Refrig. & Frozen","430202"
"Human Foods","REFRIGERATED & FROZEN TOPPINGS","Liquid - Refrig. & Frozen Toppings","430203"
"Human Foods","REFRIGERATED & FROZEN TOPPINGS","All Other refrigerated & frozen toppings","430299"
"Human Foods","*** REFRIGERATED & FROZEN DESSERTS ***","FROZEN NOVELTY ITEMS","430300"
"Human Foods","FROZEN NOVELTY ITEMS","Novelty Ice Cream","430301"
"Human Foods","FROZEN NOVELTY ITEMS","Novelty Sherbet","430302"
"Human Foods","FROZEN NOVELTY ITEMS","Novelty Ices","430303"
"Human Foods","FROZEN NOVELTY ITEMS","Novelty Ice Milk","430304"
"Human Foods","FROZEN NOVELTY ITEMS","Popsicles","430305"
"Human Foods","FROZEN NOVELTY ITEMS","Fudgesicles","430306"
"Human Foods","FROZEN NOVELTY ITEMS","All Other Frozen Novelty Items","430399"
"Human Foods","*** REFRIGERATED & FROZEN DESSERTS ***","FROZEN ICE CREAM & ICES","430400"
"Human Foods","FROZEN ICE CREAM & ICES","Ice Cream Regular/Natural","430401"
"Human Foods","FROZEN ICE CREAM & ICES","Ice Cream Dietetic","430403"
"Human Foods","FROZEN ICE CREAM & ICES","Ice Milk","430404"
"Human Foods","FROZEN ICE CREAM & ICES","Sherbet","430405"
"Human Foods","FROZEN ICE CREAM & ICES","All Other Frozen Ice Cream & Ices","430499"
"Human Foods","*** REFRIGERATED & FROZEN DESSERTS ***","LINE OF REFRIGERATED & FROZEN DESSERTS","430500"
"Human Foods","LINE OF REFRIGERATED & FROZEN DESSERTS","Line of Refrigerated & Frozen Desserts","430501"
"Human Foods","Human Foods","*** FROZEN BAKED GOODS***","440000"
"Human Foods","*** FROZEN BAKED GOODS***","FROZEN SWEET GOODS","440100"
"Human Foods","FROZEN SWEET GOODS","All Purpose Cakes - Frozen","440101"
"Human Foods","FROZEN SWEET GOODS","Iced Dessert Cakes - Frozen","440102"
"Human Foods","FROZEN SWEET GOODS","Individual Cakes - Frozen","440103"
"Human Foods","FROZEN SWEET GOODS","Brownies - Frozen","440104"
"Human Foods","FROZEN SWEET GOODS","Shortcakes - Frozen","440105"
"Human Foods","FROZEN SWEET GOODS","Cheese Cakes - Frozen","440106"
"Human Foods","FROZEN SWEET GOODS","Strudel - Frozen","440107"
"Human Foods","FROZEN SWEET GOODS","Criss Cross - Frozen","440108"
"Human Foods","FROZEN SWEET GOODS","Cobbler - Frozen","440109"
"Human Foods","FROZEN SWEET GOODS","Eclairs - Frozen","440110"
"Human Foods","FROZEN SWEET GOODS","Turnovers - Frozen","440111"
"Human Foods","FROZEN SWEET GOODS","Tarts - Frozen","440112"
"Human Foods","FROZEN SWEET GOODS","All Other Desserts - Frozen","440113"
"Human Foods","FROZEN SWEET GOODS","Coffee Cakes - Frozen","440114"
"Human Foods","FROZEN SWEET GOODS","Cream Puffs - Frozen","440115"
"Human Foods","FROZEN SWEET GOODS","Donuts - Frozen","440116"
"Human Foods","FROZEN SWEET GOODS","Dumplings - Frozen","440117"
"Human Foods","FROZEN SWEET GOODS","Frozen Cookies","440118"
"Human Foods","FROZEN SWEET GOODS","Breakfast Rolls - Frozen","440119"
"Human Foods","FROZEN SWEET GOODS","All Other Frozen Sweet Goods","440199"
"Human Foods","*** FROZEN BAKED GOODS***","FROZEN PIES","440200"
"Human Foods","FROZEN PIES","Fruit Pies - Frozen","440201"
"Human Foods","FROZEN PIES","Custard Pies - Frozen","440202"
"Human Foods","FROZEN PIES","Seasonal Pies (Mince & Pumpkin) - Frozen","440208"
"Human Foods","FROZEN PIES","Nut Pies - Frozen","440209"
"Human Foods","FROZEN PIES","Meringue - Frozen","440210"
"Human Foods","FROZEN PIES","Other Frozen Pies (incl. Cheese- Sweet Potato)","440299"
"Human Foods","*** FROZEN BAKED GOODS***","FROZEN PASTRY ITEMS","440300"
"Human Foods","FROZEN PASTRY ITEMS","Pie Shells & Crusts (excludes graham) - Frozen","440301"
"Human Foods","FROZEN PASTRY ITEMS","Graham Pie Shells - Frozen","440302"
"Human Foods","FROZEN PASTRY ITEMS","Tart Shells - Frozen","440303"
"Human Foods","FROZEN PASTRY ITEMS","Patty Shells - Frozen","440304"
"Human Foods","FROZEN PASTRY ITEMS","Crepes - Frozen","440305"
"Human Foods","FROZEN PASTRY ITEMS","Pastry Sheets - Frozen","440306"
"Human Foods","FROZEN PASTRY ITEMS","Cake Layers - Frozen","440307"
"Human Foods","*** FROZEN BAKED GOODS***","DINNER BREAD & ROLLS- FROZEN","440400"
"Human Foods","DINNER BREAD & ROLLS- FROZEN","Dough Products - Frozen","440401"
"Human Foods","DINNER BREAD & ROLLS- FROZEN","Prebaked Bread & Rolls - Frozen","440402"
"Human Foods","DINNER BREAD & ROLLS- FROZEN","Bagels - Frozen","440403"
"Human Foods","DINNER BREAD & ROLLS- FROZEN","Muffins - Frozen","440404"
"Human Foods","DINNER BREAD & ROLLS- FROZEN","Pretzels - Frozen","440405"
"Human Foods","DINNER BREAD & ROLLS- FROZEN","Bialys - Frozen","440406"
"Human Foods","DINNER BREAD & ROLLS- FROZEN","Biscuits - Frozen","440407"
"Human Foods","DINNER BREAD & ROLLS- FROZEN","Croissant - Frozen","440408"
"Human Foods","DINNER BREAD & ROLLS- FROZEN","All Other Dinner Bread & Rolls- Frozen","440499"
"Human Foods","*** FROZEN BAKED GOODS***","FROZEN TOASTER ITEMS","440500"
"Human Foods","FROZEN TOASTER ITEMS","Frozen Toaster Breakfast Items","440502"
"Human Foods","FROZEN TOASTER ITEMS","Frozen Toaster Snack Items","440503"
"Human Foods","FROZEN TOASTER ITEMS","All Other frozen toaster items","440599"
"Human Foods","*** FROZEN BAKED GOODS***","LINE OF FROZEN BAKED GOODS","440600"
"Human Foods","LINE OF FROZEN BAKED GOODS","Line of Frozen Baked Goods","440601"
"Human Foods","Human Foods","*** FROZEN MEAT & FISH ***","450000"
"Human Foods","*** FROZEN MEAT & FISH ***","MEAT- FROZEN","450200"
"Human Foods","MEAT- FROZEN","Hamburgers & Beef Patties - Breaded - Frozen Meat","450201"
"Human Foods","MEAT- FROZEN","Hamburgers & Beef Patties - All Others - Frozen Mt","450202"
"Human Foods","MEAT- FROZEN","Pork - Breaded - Frozen Meat","450203"
"Human Foods","MEAT- FROZEN","Pork - Other - Frozen Meat","450204"
"Human Foods","MEAT- FROZEN","Veal - Breaded - Frozen Meat","450205"
